"HostName","IP","MAC","FQDN","Status","V-ID","Severity","RuleID","RuleTitle","Discussion","CheckText","FixText","Control","AssessmentProcedure","CCIReference","FindingDetails","Comments","SeverityOverride","Override/Justification"
"SRV-MONITOR05","192.168.40.31","20:9C:24:9A:6D:30","SRV-CONTAINER01.business.com","Not_Reviewed","V-220951","medium","SV-270682r356096","User Account Control must virtualize file and registry write failures to per-user locations.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","SC-2","Review firewall configuration and rule sets.","CCI-000239","This finding was identified during the security assessment of SRV-MONITOR05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR02","192.168.174.70","3A:84:CC:F5:48:B2","SRV-FILE02.enterprise.net","Open","V-251711","medium","SV-244542r197449","RHEL 8 must specify the default ""include"" directory for the /etc/sudoers file.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Enable and configure audit logging according to security requirements.","SI-19","Review system configuration settings for password policies.","CCI-000331","This finding was identified during the security assessment of SRV-MONITOR02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP04","192.168.54.114","5B:90:90:88:EA:2A","SRV-DNS01.enterprise.net","Open","V-254385","high","SV-258112r586381","Windows Server 2022 must only allow administrators responsible for the domain controller to have Administrator rights on the system.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that unnecessary network services are disabled.","Enable and configure audit logging according to security requirements.","SC-35","Review system configuration settings for password policies.","CCI-000553","This finding was identified during the security assessment of SRV-BACKUP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP04","192.168.19.101","7F:65:BD:C3:C5:3D","SRV-PRINT03.test.company.com","Open","V-220807","medium","SV-254462r287169","Connections to non-domain networks when connected to a domain authenticated network must be blocked.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Configure firewall rules to control network traffic.","SC-9","Check system patch levels and update procedures.","CCI-000410","This finding was identified during the security assessment of SRV-DHCP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT02","192.168.139.127","D2:AF:E0:C4:BC:2D","SRV-DB03.dev.company.com","Not_Reviewed","V-258196","medium","SV-270735r677836","RHEL 9 must audit all uses of the newgrp command.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Apply available system patches and configure automatic updates.","SI-2","Review system configuration settings for password policies.","CCI-000354","This finding was identified during the security assessment of SRV-PRINT02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB04","192.168.118.40","73:5D:DE:5C:1B:1E","SRV-DNS03.enterprise.net","Not_Checked","V-254452","medium","SV-270685r908637","Windows Server 2022 setting Domain member: Digitally sign secure channel data (when possible) must be configured to Enabled.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Configure password complexity requirements in the system settings.","SC-11","Review system configuration settings for password policies.","CCI-000594","This finding was identified during the security assessment of SRV-DB04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE02","192.168.82.112","05:5B:30:48:16:56","SRV-SEC03.corp.example.com","Open","V-230424","medium","SV-251709r199262","Successful/unsuccessful uses of the umount command in RHEL 8 must generate an audit record.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Disable unnecessary network services through system configuration.","AU-7","Review firewall configuration and rule sets.","CCI-000502","This finding was identified during the security assessment of SRV-STORAGE02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB02","192.168.83.157","6A:D8:38:7B:06:46","SRV-MAIL02.dev.company.com","Not_Applicable","V-230502","medium","SV-258167r365492","The RHEL 8 file system automounter must be disabled unless required.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Disable unnecessary network services through system configuration.","SI-5","Examine running services and disable unnecessary ones.","CCI-000580","This finding was identified during the security assessment of SRV-WEB02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR05","192.168.67.157","3D:33:72:D8:BE:86","SRV-MONITOR02.company.local","Open","V-254436","medium","SV-270735r677836","Windows Server 2022 Deny log on as a batch job user right on domain-joined member servers must be configured to prevent access from highly privileged domain accounts and from unauthenticated access on all systems.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Apply available system patches and configure automatic updates.","SI-11","Review system configuration settings for password policies.","CCI-000496","This finding was identified during the security assessment of SRV-MONITOR05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB01","192.168.88.213","37:20:6C:51:5B:87","SRV-APP02.corp.example.com","Not_Applicable","V-254483","medium","SV-257886r237215","Windows Server 2022 UIAccess applications must not be allowed to prompt for elevation without using the secure desktop.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","AU-4","Check audit log configuration and verify logging is active.","CCI-000387","This finding was identified during the security assessment of SRV-WEB01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP03","192.168.221.54","20:C9:B8:59:F3:B1","SRV-WEB03.test.company.com","Open","V-205749","medium","SV-220840r611906","Windows Server 2019 Access Credential Manager as a trusted caller user right must not be assigned to any groups or accounts.","Unnecessary network services increase the attack surface and should be disabled.","Verify that system patches are up to date.","Enable and configure audit logging according to security requirements.","CM-11","Check system patch levels and update procedures.","CCI-000314","This finding was identified during the security assessment of SRV-BACKUP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT04","192.168.232.51","1F:17:81:68:D8:85","SRV-FILE05.enterprise.net","Not_Checked","V-205908","high","SV-220944r318849","Windows Server 2019 must prevent local accounts with blank passwords from being used from the network.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Configure password complexity requirements in the system settings.","SC-29","Review firewall configuration and rule sets.","CCI-000439","This finding was identified during the security assessment of SRV-PRINT04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC01","192.168.168.15","24:86:51:59:06:5A","SRV-MONITOR05.corp.example.com","Open","V-254385","high","SV-258207r986533","Windows Server 2022 must only allow administrators responsible for the domain controller to have Administrator rights on the system.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","SI-16","Check system patch levels and update procedures.","CCI-000274","This finding was identified during the security assessment of SRV-SEC01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-APP02","192.168.133.115","3D:CC:01:9B:5D:67","SRV-BACKUP03.internal.org","Open","V-230306","medium","SV-220936r938406","RHEL 8 must prevent code from being executed on file systems that are imported via Network File System (NFS).","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","SC-31","Review firewall configuration and rule sets.","CCI-000306","This finding was identified during the security assessment of SRV-APP02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT02","192.168.21.217","25:BC:16:9A:43:85","SRV-STORAGE05.corp.example.com","Open","V-270739","medium","SV-258128r201200","Ubuntu 24.04 LTS must encrypt all stored passwords with a FIPS 140-3 approved cryptographic hashing algorithm.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that system patches are up to date.","Disable unnecessary network services through system configuration.","SC-21","Review system configuration settings for password policies.","CCI-000236","This finding was identified during the security assessment of SRV-PRINT02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB01","192.168.190.232","1D:65:78:EC:4B:98","SRV-CONTAINER02.dev.company.com","Open","V-254277","medium","SV-220936r938406","Windows Server 2022 must have the Server Message Block (SMB) v1 protocol disabled on the SMB client.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","SI-6","Examine running services and disable unnecessary ones.","CCI-000473","This finding was identified during the security assessment of SRV-WEB01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC05","192.168.31.179","8A:5D:9F:3E:F9:14","SRV-FILE02.prod.company.com","Open","V-220902","medium","SV-220732r655481","Windows 10 Kernel (Direct Memory Access) DMA Protection must be enabled.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","SI-9","Review system configuration settings for password policies.","CCI-000269","This finding was identified during the security assessment of SRV-SEC05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT05","192.168.77.238","CE:6E:94:26:AA:50","SRV-DB03.internal.org","Open","V-251711","medium","SV-220951r178865","RHEL 8 must specify the default ""include"" directory for the /etc/sudoers file.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-40","Examine running services and disable unnecessary ones.","CCI-000481","This finding was identified during the security assessment of SRV-PRINT05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET04","192.168.213.89","3B:60:43:70:34:26","SRV-FILE05.prod.company.com","Open","V-205714","medium","SV-258229r124533","Windows Server 2019 administrator accounts must not be enumerated during elevation.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","SC-33","Review system configuration settings for password policies.","CCI-000599","This finding was identified during the security assessment of SRV-NET04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP01","192.168.218.139","24:75:8E:79:FE:A6","SRV-MAIL04.enterprise.net","Open","V-270670","medium","SV-205908r591050","Ubuntu 24.04 LTS must configure the SSH client to use FIPS 140-3 approved ciphers to prevent the unauthorized disclosure of information and/or detect changes to information during transmission.","Audit logging provides visibility into system activities and helps detect security incidents.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","SC-9","Review system configuration settings for password policies.","CCI-000418","This finding was identified during the security assessment of SRV-BACKUP01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS01","192.168.70.15","1F:CC:9F:BB:19:27","SRV-VM02.prod.company.com","Not_Checked","V-257871","medium","SV-258229r124533","RHEL 9 must mount /var/log with the noexec option.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Apply available system patches and configure automatic updates.","SC-18","Review firewall configuration and rule sets.","CCI-000193","This finding was identified during the security assessment of SRV-DNS01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT02","192.168.212.54","23:9A:FC:B3:2D:8E","SRV-APP02.business.com","Not_Checked","V-205852","medium","SV-270735r677836","Windows Server 2019 must have software certificate installation files removed.","System patches address security vulnerabilities and should be applied regularly.","Check if firewall rules are configured and active.","Configure firewall rules to control network traffic.","AU-5","Review firewall configuration and rule sets.","CCI-000558","This finding was identified during the security assessment of SRV-PRINT02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL03","192.168.86.65","0B:A8:38:9A:39:84","SRV-SEC01.prod.company.com","Open","V-230254","medium","SV-205749r414616","The RHEL 8 operating system must implement DoD-approved encryption in the OpenSSL package.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","SC-15","Review firewall configuration and rule sets.","CCI-000568","This finding was identified during the security assessment of SRV-MAIL03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE05","192.168.222.249","63:28:B9:25:68:60","SRV-CONTAINER02.prod.company.com","Open","V-254483","medium","SV-220724r231852","Windows Server 2022 UIAccess applications must not be allowed to prompt for elevation without using the secure desktop.","System patches address security vulnerabilities and should be applied regularly.","Check if firewall rules are configured and active.","Enable and configure audit logging according to security requirements.","IA-4","Check system patch levels and update procedures.","CCI-000465","This finding was identified during the security assessment of SRV-FILE05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP03","192.168.15.137","C8:C1:A6:00:2C:FD","SRV-PRINT04.enterprise.net","Not_Checked","V-254323","medium","SV-258153r178002","Windows Server 2022 must be configured to audit Privilege Use - Sensitive Privilege Use successes.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Configure firewall rules to control network traffic.","SC-14","Check system patch levels and update procedures.","CCI-000365","This finding was identified during the security assessment of SRV-DHCP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP02","192.168.111.178","94:F4:D9:C8:6F:72","SRV-STORAGE01.business.com","Open","V-230310","medium","SV-258042r691073","RHEL 8 must disable kernel dumps unless needed.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","SC-37","Review firewall configuration and rule sets.","CCI-000558","This finding was identified during the security assessment of SRV-BACKUP02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT01","192.168.74.82","4F:96:51:1A:E5:27","SRV-BACKUP02.prod.company.com","Open","V-270661","medium","SV-220746r136910","Ubuntu 24.04 LTS must have the ""libpam-pwquality"" package installed.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that unnecessary network services are disabled.","Configure password complexity requirements in the system settings.","SC-31","Examine running services and disable unnecessary ones.","CCI-000211","This finding was identified during the security assessment of SRV-PRINT01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM04","192.168.142.115","DE:AD:F8:14:11:2C","SRV-VM03.prod.company.com","Not_Reviewed","V-268322","high","SV-220849r669152","RHEL 8 must not allow blank or null passwords in the system-auth file.","Unnecessary network services increase the attack surface and should be disabled.","Verify that unnecessary network services are disabled.","Enable and configure audit logging according to security requirements.","SC-40","Review system configuration settings for password policies.","CCI-000303","This finding was identified during the security assessment of SRV-VM04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB05","192.168.207.49","D0:6C:DB:E2:D9:BB","SRV-SEC03.company.local","Not_Reviewed","V-257503","medium","SV-258182r244472","Windows Server 2019 must have PowerShell Transcription enabled.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","SC-27","Review system configuration settings for password policies.","CCI-000538","This finding was identified during the security assessment of SRV-DB05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP03","192.168.23.132","8D:A1:88:DF:0D:8B","SRV-DHCP01.internal.org","Open","V-230537","medium","SV-220951r178865","RHEL 8 must not respond to Internet Control Message Protocol (ICMP) echoes sent to a broadcast address.","Unnecessary network services increase the attack surface and should be disabled.","Confirm that audit logging is enabled and properly configured.","Disable unnecessary network services through system configuration.","SC-42","Check audit log configuration and verify logging is active.","CCI-000322","This finding was identified during the security assessment of SRV-BACKUP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DB01","192.168.183.208","8B:6B:32:2A:19:5C","SRV-DNS03.company.local","Open","V-205703","medium","SV-205649r827542","Windows Server 2019 Kerberos service ticket maximum lifetime must be limited to 600 minutes or less.","Firewall rules control network traffic and prevent unauthorized access.","Check if firewall rules are configured and active.","Disable unnecessary network services through system configuration.","CM-6","Check audit log configuration and verify logging is active.","CCI-000492","This finding was identified during the security assessment of SRV-DB01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP03","192.168.193.113","54:16:F3:1E:31:BC","SRV-PRINT02.enterprise.net","Open","V-230310","medium","SV-270655r125653","RHEL 8 must disable kernel dumps unless needed.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","SC-23","Examine running services and disable unnecessary ones.","CCI-000596","This finding was identified during the security assessment of SRV-BACKUP03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-PRINT01","192.168.171.175","DF:D8:35:C4:DA:F1","SRV-SEC04.internal.org","Not_Checked","V-254452","medium","SV-268322r181661","Windows Server 2022 setting Domain member: Digitally sign secure channel data (when possible) must be configured to Enabled.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-25","Review firewall configuration and rule sets.","CCI-000256","This finding was identified during the security assessment of SRV-PRINT01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MONITOR03","192.168.151.13","37:E0:9D:32:28:DC","SRV-STORAGE04.test.company.com","Not_Applicable","V-258111","medium","SV-205685r701596","RHEL 9 must enforce password complexity by requiring that at least one uppercase character be used.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Configure password complexity requirements in the system settings.","SC-6","Review system configuration settings for password policies.","CCI-000353","This finding was identified during the security assessment of SRV-MONITOR03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB01","192.168.9.57","D0:36:06:B6:A5:9B","SRV-BACKUP05.internal.org","Not_Applicable","V-230371","medium","SV-270735r677836","RHEL 8 duplicate User IDs (UIDs) must not exist for interactive users.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","SI-19","Review system configuration settings for password policies.","CCI-000234","This finding was identified during the security assessment of SRV-WEB01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP04","192.168.247.143","6C:81:32:7D:38:2A","SRV-DNS03.internal.org","Not_Checked","V-220840","medium","SV-254488r146070","Users must not be allowed to ignore Windows Defender SmartScreen filter warnings for malicious websites in Microsoft Edge.","Firewall rules control network traffic and prevent unauthorized access.","Confirm that audit logging is enabled and properly configured.","Enable and configure audit logging according to security requirements.","IA-4","Examine running services and disable unnecessary ones.","CCI-000578","This finding was identified during the security assessment of SRV-DHCP04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM02","192.168.5.192","A6:F9:EB:2D:4F:49","SRV-CONTAINER03.test.company.com","Open","V-230502","medium","SV-230221r827190","The RHEL 8 file system automounter must be disabled unless required.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","CM-7","Examine running services and disable unnecessary ones.","CCI-000384","This finding was identified during the security assessment of SRV-VM02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DHCP01","192.168.77.145","11:00:9E:BD:F5:F4","SRV-BACKUP03.test.company.com","Not_Checked","V-230502","medium","SV-205852r203865","The RHEL 8 file system automounter must be disabled unless required.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if firewall rules are configured and active.","Configure firewall rules to control network traffic.","IA-7","Check system patch levels and update procedures.","CCI-000249","This finding was identified during the security assessment of SRV-DHCP01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-NET02","192.168.192.162","07:5D:1E:D6:CE:34","SRV-WEB04.corp.example.com","Not_Applicable","V-254462","medium","SV-254399r975583","Windows Server 2022 unencrypted passwords must not be sent to third-party Server Message Block (SMB) servers.","System patches address security vulnerabilities and should be applied regularly.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","SC-19","Review firewall configuration and rule sets.","CCI-000400","This finding was identified during the security assessment of SRV-NET02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-BACKUP05","192.168.176.45","FC:86:A3:20:DE:19","SRV-NET01.internal.org","Not_Checked","V-205649","medium","SV-220786r234240","Windows Server 2019 must have the DoD Interoperability Root Certificate Authority (CA) cross-certificates installed in the Untrusted Certificates Store on unclassified systems.","System patches address security vulnerabilities and should be applied regularly.","Confirm that audit logging is enabled and properly configured.","Configure firewall rules to control network traffic.","AU-11","Review system configuration settings for password policies.","CCI-000461","This finding was identified during the security assessment of SRV-BACKUP05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS04","192.168.116.24","1C:81:8E:D3:01:89","SRV-DHCP01.company.local","Not_Applicable","V-257871","medium","SV-205842r906729","RHEL 9 must mount /var/log with the noexec option.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","SI-10","Review system configuration settings for password policies.","CCI-000418","This finding was identified during the security assessment of SRV-DNS04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-SEC03","192.168.29.233","F3:25:D0:CC:B6:86","SRV-BACKUP01.company.local","Not_Reviewed","V-205689","medium","SV-254462r287169","Windows Server 2019 printing over HTTP must be turned off.","Firewall rules control network traffic and prevent unauthorized access.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","SI-5","Check audit log configuration and verify logging is active.","CCI-000569","This finding was identified during the security assessment of SRV-SEC03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE04","192.168.239.136","F1:11:97:04:33:F9","SRV-STORAGE04.corp.example.com","Not_Applicable","V-258118","medium","SV-205922r493054","RHEL 9 must not be configured to bypass password requirements for privilege escalation.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that system patches are up to date.","Configure firewall rules to control network traffic.","SI-1","Examine running services and disable unnecessary ones.","CCI-000533","This finding was identified during the security assessment of SRV-FILE04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE05","192.168.186.86","15:4F:27:70:38:5A","SRV-STORAGE03.business.com","Open","V-205749","medium","SV-270753r646487","Windows Server 2019 Access Credential Manager as a trusted caller user right must not be assigned to any groups or accounts.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if firewall rules are configured and active.","Enable and configure audit logging according to security requirements.","SC-14","Review firewall configuration and rule sets.","CCI-000451","This finding was identified during the security assessment of SRV-STORAGE05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS05","192.168.246.21","E8:91:36:BC:03:07","SRV-WEB01.internal.org","Open","V-270832","medium","SV-205842r906729","Ubuntu 24.04 LTS audit system must protect auditing rules from unauthorized change.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","SI-20","Check audit log configuration and verify logging is active.","CCI-000295","This finding was identified during the security assessment of SRV-DNS05. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-DNS01","192.168.217.146","16:29:ED:A0:5C:ED","SRV-BACKUP01.enterprise.net","Not_Applicable","V-205749","medium","SV-257829r145414","Windows Server 2019 Access Credential Manager as a trusted caller user right must not be assigned to any groups or accounts.","Unnecessary network services increase the attack surface and should be disabled.","Check if password complexity requirements are configured in the system settings.","Disable unnecessary network services through system configuration.","CM-8","Review system configuration settings for password policies.","CCI-000453","This finding was identified during the security assessment of SRV-DNS01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-VM04","192.168.179.214","AA:CE:F9:F3:FB:68","SRV-FILE02.company.local","Open","V-257895","medium","SV-258128r201200","RHEL 9 /etc/passwd file must have mode 0644 or less permissive to prevent unauthorized access.","Unnecessary network services increase the attack surface and should be disabled.","Check if firewall rules are configured and active.","Configure firewall rules to control network traffic.","CM-1","Review firewall configuration and rule sets.","CCI-000407","This finding was identified during the security assessment of SRV-VM04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-FILE04","192.168.105.80","6C:6F:62:CD:28:A9","SRV-VM04.internal.org","Open","V-257805","medium","SV-254277r333178","RHEL 9 must be configured to disable the Controller Area Network kernel module.","Password complexity requirements help prevent brute force attacks by ensuring passwords are difficult to guess.","Verify that unnecessary network services are disabled.","Disable unnecessary network services through system configuration.","IA-6","Review firewall configuration and rule sets.","CCI-000336","This finding was identified during the security assessment of SRV-FILE04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-WEB03","192.168.227.235","32:8B:42:54:F5:74","SRV-BACKUP05.prod.company.com","Not_Applicable","V-230502","medium","SV-254446r159326","The RHEL 8 file system automounter must be disabled unless required.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Configure firewall rules to control network traffic.","CM-6","Review system configuration settings for password policies.","CCI-000478","This finding was identified during the security assessment of SRV-WEB03. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL04","192.168.225.52","4D:AC:25:20:98:07","SRV-PRINT03.dev.company.com","Not_Checked","V-230556","medium","SV-257970r983461","The RHEL 8 SSH daemon must prevent remote hosts from connecting to the proxy display.","Audit logging provides visibility into system activities and helps detect security incidents.","Check if password complexity requirements are configured in the system settings.","Apply available system patches and configure automatic updates.","SI-18","Examine running services and disable unnecessary ones.","CCI-000564","This finding was identified during the security assessment of SRV-MAIL04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL04","192.168.60.4","09:B9:67:3D:A5:68","SRV-APP01.internal.org","Open","V-270661","medium","SV-205859r464105","Ubuntu 24.04 LTS must have the ""libpam-pwquality"" package installed.","Firewall rules control network traffic and prevent unauthorized access.","Verify that unnecessary network services are disabled.","Configure password complexity requirements in the system settings.","AC-4","Review firewall configuration and rule sets.","CCI-000334","This finding was identified during the security assessment of SRV-MAIL04. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-MAIL01","192.168.115.220","8F:FC:71:E3:03:F4","SRV-DHCP03.corp.example.com","Not_Reviewed","V-258214","medium","SV-220902r452291","Successful/unsuccessful uses of the shutdown command in RHEL 9 must generate an audit record.","Audit logging provides visibility into system activities and helps detect security incidents.","Verify that system patches are up to date.","Configure password complexity requirements in the system settings.","CM-11","Review firewall configuration and rule sets.","CCI-000474","This finding was identified during the security assessment of SRV-MAIL01. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
"SRV-STORAGE02","192.168.233.110","83:E6:65:1C:4F:61","SRV-NET01.enterprise.net","Not_Checked","V-220724","medium","SV-205685r701596","A host-based firewall must be installed and enabled on the system.","Firewall rules control network traffic and prevent unauthorized access.","Check if password complexity requirements are configured in the system settings.","Enable and configure audit logging according to security requirements.","CM-6","Examine running services and disable unnecessary ones.","CCI-000581","This finding was identified during the security assessment of SRV-STORAGE02. The system requires configuration changes to meet security requirements.","This item requires attention from the system administrator.","N/A","N/A"
